Datum;;Ergebnis kuenstl. Lawinenausloesung;Versuche kuenstl. Lawinenausloesung;Wetter zur Zeit der Beobachtung;Windrichtung;Windverfrachtung;WG ohne Verfrachtung;WG mit Verfrachtung;Windgeschwindigkeit;Wetter vom Vortag;Temperaturverlauf der letzen 24 h;Schneetemperatur;Lufttemperatur TM;Lufttemperatur TA;Windstaerke zur Zeit d. Beobachtung;Windstaerke vergangene Nacht;Windstaerke vom Vortag Nachmittag;Windstaerke vom Vortag Vormittag;Oberflaechencharakter Schneedecke;Oberflaechenform Schneedecke;Reif;Windrichtung zur Zeit d. Beobachtung;Windrichtung vergangene Nacht;Windrichtung vom Vortag Nachmittag;Windrichtung vom Vortag Vormittag;Einsinktiefe ABS;Einsinktiefe;Europ. Lawinengefahrenskala;Tourengelaende: Art zu erwartender Lawine;Europ. Lawinengefahrenskala;Strasse: Art der zu erwartenden Lawinen;Gelaendebeschaffenheit im Anrissgebiet;Groesse u. Zahl der Lawinen;Meereshoehe des Anrissgebietes;Exposition des Anrissgebietes;Lawinenart;Schneehoehe;Neuschneehoehe;
16.04.2000;;0,000;0,000;0,000;135,00;0;5;---;5,00;1,000;3,000;-2,0;7,0;-11,0;1,000;2,000;3,000;3,000;9,000;1,000;0;180,000;360,000;180,000;225,000;194,00;12,000;3,000;5,000;1,000;5,000;8,000;4,000;6,000;4,000;6,000;206;12;
17.04.2000;;0,000;0,000;8,000;180,00;0;6;---;6,00;1,000;4,000;-1,0;5,0;5,0;5,000;5,000;5,000;3,000;7,000;3,000;0;180,000;180,000;180,000;180,000;190,00;3,000;3,000;5,000;1,000;5,000;8,000;4,000;8,000;8,000;9,000;193;0;
18.04.2000;;0,000;0,000;77,000;180,00;0;4;---;4,00;2,000;3,000;-1,0;9,0;-2,0;2,000;3,000;3,000;5,000;7,000;3,000;0;315,000;225,000;225,000;180,000;185,00;6,000;2,000;5,000;1,000;5,000;8,000;3,000;6,000;9,000;6,000;191;3;
19.04.2000;;0,000;0,000;45,000;180,00;0;5;---;5,00;7,000;1,000;0,0;1,0;0,0;2,000;2,000;2,000;2,000;7,000;3,000;0;180,000;315,000;315,000;315,000;181,00;15,000;3,000;5,000;1,000;5,000;8,000;5,000;2,000;9,000;9,000;196;10;
20.04.2000;;0,000;0,000;2,000;180,00;0;4;---;4,00;7,000;2,000;-1,0;2,0;-2,0;3,000;2,000;2,000;0,000;2,000;3,000;0;180,000;180,000;315,000;---;193,00;4,000;3,000;5,000;1,000;5,000;8,000;6,000;6,000;9,000;9,000;197;1;
21.04.2000;;0,000;0,000;0,000;180,00;0;5;---;5,00;1,000;4,000;0,0;13,0;4,0;2,000;3,000;1,000;2,000;7,000;3,000;0;225,000;225,000;135,000;180,000;184,00;4,000;3,000;5,000;1,000;5,000;8,000;5,000;6,000;9,000;9,000;188;0;
22.04.2000;;0,000;0,000;0,000;225,00;0;5;---;5,00;0,000;4,000;0,0;10,0;6,0;2,000;2,000;2,000;2,000;7,000;3,000;0;225,000;225,000;225,000;225,000;175,00;5,000;3,000;5,000;1,000;5,000;8,000;4,000;6,000;9,000;9,000;180;0;
23.04.2000;;0,000;0,000;0,000;225,00;0;5;---;5,00;0,000;4,000;0,0;13,0;5,0;2,000;2,000;2,000;2,000;7,000;3,000;0;180,000;225,000;225,000;180,000;168,00;5,000;3,000;5,000;1,000;5,000;8,000;4,000;2,000;9,000;9,000;173;0;
24.04.2000;;0,000;0,000;3,000;225,00;0;0;---;0,00;0,000;4,000;0,0;14,0;5,0;1,000;2,000;3,000;2,000;7,000;3,000;0;180,000;225,000;225,000;180,000;162,00;4,000;3,000;5,000;1,000;5,000;---;---;---;---;---;166;0;
25.04.2000;;0,000;0,000;1,000;180,00;0;3;---;3,00;7,000;3,000;0,0;5,0;-1,0;2,000;1,000;2,000;1,000;8,000;1,000;0;180,000;180,000;360,000;315,000;157,00;17,000;3,000;5,000;1,000;5,000;8,000;3,000;4,000;9,000;9,000;174;9;
26.04.2000;;0,000;0,000;0,000;225,00;0;3;---;3,00;0,000;4,000;0,0;11,0;3,0;2,000;1,000;2,000;2,000;2,000;3,000;0;180,000;180,000;180,000;225,000;164,00;0,000;3,000;5,000;1,000;5,000;8,000;5,000;4,000;9,000;9,000;164;0;
27.04.2000;;0,000;0,000;0,000;180,00;0;3;---;3,00;0,000;4,000;0,0;10,0;5,0;1,000;1,000;1,000;1,000;2,000;3,000;0;180,000;180,000;180,000;180,000;158,00;0,000;3,000;5,000;1,000;5,000;8,000;5,000;4,000;8,000;8,000;158;0;
28.04.2000;;0,000;0,000;3,000;225,00;0;0;---;0,00;2,000;4,000;0,0;10,0;6,0;1,000;1,000;0,000;1,000;2,000;3,000;0;360,000;360,000;---;180,000;154,00;0,000;3,000;5,000;1,000;5,000;0,000;0,000;0,000;0,000;0,000;154;0;
29.04.2000;;0,000;0,000;8,000;225,00;0;0;---;0,00;1,000;2,000;0,0;9,0;6,0;1,000;4,000;1,000;2,000;2,000;3,000;0;270,000;360,000;270,000;225,000;150,00;0,000;3,000;5,000;1,000;5,000;---;---;---;---;---;150;0;
30.04.2000;;0,000;0,000;1,000;270,00;0;0;---;0,00;1,000;2,000;0,0;9,0;4,0;1,000;1,000;1,000;1,000;2,000;3,000;0;270,000;180,000;180,000;180,000;147,00;0,000;2,000;5,000;1,000;5,000;---;---;---;---;---;147;0;
01.05.2000;;0,000;0,000;1,000;225,00;0;0;---;0,00;1,000;4,000;0,0;9,0;4,0;1,000;1,000;1,000;1,000;2,000;3,000;0;315,000;180,000;180,000;270,000;140,00;0,000;2,000;5,000;1,000;5,000;---;---;---;---;---;140;0;
02.05.2000;;0,000;0,000;2,000;270,00;0;0;---;0,00;5,000;4,000;0,0;12,0;3,0;2,000;2,000;2,000;1,000;2,000;3,000;0;180,000;180,000;225,000;180,000;127,00;7,000;2,000;5,000;1,000;5,000;8,000;3,000;8,000;9,000;4,000;134;0;
03.05.2000;;0,000;0,000;0,000;---;0;0;---;0,00;1,000;4,000;0,0;11,0;4,0;2,000;3,000;0,000;2,000;2,000;3,000;0;225,000;225,000;---;270,000;127,00;0,000;2,000;5,000;0,000;0,000;8,000;2,000;8,000;9,000;4,000;127;0;
04.05.2000;;0,000;0,000;1,000;---;0;0;---;0,00;0,000;4,000;0,0;13,0;4,0;2,000;2,000;0,000;2,000;2,000;3,000;0;180,000;180,000;---;180,000;119,00;0,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;119;0;
05.05.2000;;---;---;---;180,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
06.05.2000;;0,000;0,000;0,000;180,00;0;0;---;0,00;1,000;4,000;0,0;12,0;4,0;2,000;2,000;1,000;1,000;2,000;3,000;0;180,000;180,000;270,000;180,000;108,00;0,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;108;0;
07.05.2000;;0,000;0,000;0,000;180,00;0;1;---;1,00;0,000;4,000;0,0;13,0;6,0;3,000;3,000;3,000;2,000;2,000;3,000;0;180,000;225,000;180,000;180,000;---;---;2,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;102;0;
08.05.2000;;0,000;0,000;3,000;180,00;0;2;---;2,00;1,000;4,000;0,0;12,0;6,0;2,000;2,000;2,000;2,000;2,000;3,000;0;180,000;225,000;180,000;180,000;96,00;0,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;96;0;
09.05.2000;;0,000;0,000;1,000;180,00;0;0;---;0,00;0,000;4,000;0,0;12,0;5,0;2,000;2,000;2,000;2,000;2,000;3,000;0;180,000;225,000;180,000;180,000;90,00;0,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;90;0;
10.05.2000;;---;---;---;180,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
11.05.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
12.05.2000;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
13.05.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
14.05.2000;;---;---;---;180,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
15.05.2000;;---;---;---;270,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
16.05.2000;;---;---;---;45,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
17.05.2000;;---;---;---;360,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
18.05.2000;;---;---;---;45,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
19.05.2000;;---;---;---;45,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
20.05.2000;;---;---;---;270,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
21.05.2000;;---;---;---;270,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
22.05.2000;;---;---;---;270,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
23.05.2000;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
24.05.2000;;---;---;---;---;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
25.05.2000;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
26.05.2000;;---;---;---;225,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
27.05.2000;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
28.05.2000;;---;---;---;270,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
29.05.2000;;---;---;---;225,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
30.05.2000;;---;---;---;225,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
31.05.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
01.06.2000;;---;---;---;225,00;---;---;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
02.06.2000;;---;---;---;180,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
03.06.2000;;---;---;---;180,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
04.06.2000;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
05.06.2000;;---;---;---;225,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
06.06.2000;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
07.06.2000;;---;---;---;225,00;---;---;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
08.06.2000;;---;---;---;270,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
09.06.2000;;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
10.06.2000;;---;---;---;---;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
11.06.2000;;---;---;---;315,00;---;5;---;5,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
12.06.2000;;---;---;---;---;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
13.06.2000;;---;---;---;---;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
14.06.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
15.06.2000;;---;---;---;180,00;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
16.06.2000;;---;---;---;---;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
17.06.2000;;---;---;---;315,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
18.06.2000;;---;---;---;315,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
19.06.2000;;---;---;---;---;---;5;---;5,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
20.06.2000;;---;---;---;---;---;6;---;6,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
21.06.2000;;---;---;---;225,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
22.06.2000;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
23.06.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
24.06.2000;;---;---;---;180,00;---;5;---;5,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
25.06.2000;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
26.06.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
27.06.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
28.06.2000;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
29.06.2000;;---;---;---;315,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
30.06.2000;;---;---;---;---;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
01.07.2000;;---;---;---;---;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
02.07.2000;;---;---;---;360,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
03.07.2000;;---;---;---;360,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
04.07.2000;;---;---;---;45,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
05.07.2000;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
06.07.2000;;---;---;---;270,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
07.07.2000;;---;---;---;225,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
08.07.2000;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
09.07.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
10.07.2000;;---;---;---;135,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
11.07.2000;;---;---;---;135,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
12.07.2000;;---;---;---;135,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
13.07.2000;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
14.07.2000;;---;---;---;135,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
15.07.2000;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
16.07.2000;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
17.07.2000;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
18.07.2000;;---;---;---;360,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
19.07.2000;;---;---;---;360,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
20.07.2000;;---;---;---;45,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
21.07.2000;;---;---;---;360,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
22.07.2000;;---;---;---;135,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
23.07.2000;;---;---;---;180,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
24.07.2000;;---;---;---;---;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
25.07.2000;;---;---;---;360,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
26.07.2000;;---;---;---;135,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
27.07.2000;;---;---;---;180,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
28.07.2000;;---;---;---;360,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
29.07.2000;;---;---;---;360,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
30.07.2000;;---;---;---;360,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
31.07.2000;;---;---;---;45,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
01.08.2000;;---;---;---;360,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
02.08.2000;;---;---;---;360,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
03.08.2000;;---;---;---;360,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
04.08.2000;;---;---;---;360,00;---;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
05.08.2000;;---;---;---;360,00;---;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
06.08.2000;;---;---;---;45,00;---;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
07.08.2000;;---;---;---;360,00;---;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
08.08.2000;;---;---;---;45,00;---;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
09.08.2000;;---;---;---;180,00;---;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
10.08.2000;;---;---;---;180,00;---;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
11.08.2000;;---;---;---;---;---;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
12.08.2000;;---;---;---;225,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
13.08.2000;;---;---;---;225,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
14.08.2000;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
15.08.2000;;---;---;---;180,00;---;6;---;6,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
16.08.2000;;---;---;---;180,00;---;7;---;7,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
17.08.2000;;---;---;---;315,00;---;6;---;6,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
18.08.2000;;---;---;---;315,00;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
19.08.2000;;---;---;---;315,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
20.08.2000;;---;---;---;360,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
21.08.2000;;---;---;---;270,00;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
22.08.2000;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
23.08.2000;;---;---;---;270,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
24.08.2000;;---;---;---;270,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
25.08.2000;;---;---;---;360,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
26.08.2000;;---;---;---;360,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
27.08.2000;;---;---;---;360,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
28.08.2000;;---;---;---;360,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
29.08.2000;;---;---;---;360,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
30.08.2000;;---;---;---;45,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
31.08.2000;;---;---;---;360,00;---;0;---;0,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
01.09.2000;;---;---;---;135,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
02.09.2000;;---;---;---;135,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
